#X     Z        log_Rho      Rho    
447.50 -18.12   1.86         73.00  
447.50 -19.63   1.92         84.00  
447.50 -21.14   1.98         95.00  
447.50 -22.65   2.03         107.00 
447.50 -24.16   2.07         117.00 
447.50 -25.67   2.09         123.00 
447.50 -27.18   2.10         125.00 
447.50 -28.69   2.10         125.00 
447.50 -30.20   2.10         125.00 
447.50 -31.71   2.10         127.00 
447.50 -33.22   2.12         132.00 
447.50 -34.73   2.14         139.00 
447.50 -36.24   2.16         146.00 
447.50 -37.75   2.19         154.00 
447.50 -39.26   2.21         161.00 
447.50 -40.77   2.23         168.00 
447.50 -42.28   2.25         176.00 
447.50 -43.79   2.26         183.00 
447.50 -45.30   2.28         190.00 
447.50 -46.81   2.29         197.00 
447.50 -48.32   2.30         200.00 
447.50 -49.83   2.30         200.00 
447.50 -51.34   2.30         200.00 
447.50 -52.85   2.30         200.00 
447.50 -54.36   2.30         200.00 
447.50 -55.87   2.30         200.00 
447.50 -57.38   2.30         200.00 
447.50 -58.89   2.30         200.00 
447.50 -60.40   2.30         200.00 
450.00 0.00     1.88         75.00  
450.00 -1.51    1.88         75.00  
450.00 -3.02    1.88         75.00  
450.00 -4.53    1.88         75.00  
450.00 -6.04    1.88         75.00  
450.00 -7.55    1.87         74.00  
450.00 -9.06    1.85         71.00  
450.00 -10.57   1.83         68.00  
450.00 -12.08   1.81         65.00  
450.00 -13.59   1.80         63.00  
450.00 -15.10   1.82         66.00  
450.00 -16.61   1.86         72.00  
450.00 -18.12   1.90         79.00  
450.00 -19.63   1.93         86.00  
450.00 -21.14   1.99         97.00  
450.00 -22.65   2.04         110.00 
450.00 -24.16   2.08         121.00 
450.00 -25.67   2.10         125.00 
450.00 -27.18   2.10         125.00 
450.00 -28.69   2.10         125.00 
450.00 -30.20   2.10         125.00 
450.00 -31.71   2.11         128.00 
450.00 -33.22   2.13         134.00 
450.00 -34.73   2.15         141.00 
450.00 -36.24   2.17         149.00 
450.00 -37.75   2.19         156.00 
450.00 -39.26   2.21         163.00 
450.00 -40.77   2.23         171.00 
450.00 -42.28   2.25         178.00 
450.00 -43.79   2.26         184.00 
450.00 -45.30   2.28         191.00 
450.00 -46.81   2.29         197.00 
450.00 -48.32   2.30         200.00 
450.00 -49.83   2.30         200.00 
450.00 -51.34   2.30         200.00 
450.00 -52.85   2.30         200.00 
450.00 -54.36   2.30         200.00 
450.00 -55.87   2.30         200.00 
450.00 -57.38   2.30         200.00 
450.00 -58.89   2.30         200.00 
450.00 -60.40   2.30         200.00 
452.50 0.00     1.88         75.00  
452.50 -1.51    1.88         75.00  
452.50 -3.02    1.88         75.00  
452.50 -4.53    1.88         75.00  
452.50 -6.04    1.88         75.00  
452.50 -7.55    1.87         74.00  
452.50 -9.06    1.86         72.00  
452.50 -10.57   1.84         69.00  
452.50 -12.08   1.82         66.00  
452.50 -13.59   1.81         64.00  
452.50 -15.10   1.82         66.00  
452.50 -16.61   1.86         73.00  
452.50 -18.12   1.90         79.00  
452.50 -19.63   1.93         86.00  
452.50 -21.14   1.98         96.00  
452.50 -22.65   2.04         110.00 
452.50 -24.16   2.08         121.00 
452.50 -25.67   2.10         125.00 
452.50 -27.18   2.10         125.00 
452.50 -28.69   2.10         125.00 
452.50 -30.20   2.10         125.00 
452.50 -31.71   2.11         128.00 
452.50 -33.22   2.13         134.00 
452.50 -34.73   2.15         140.00 
452.50 -36.24   2.17         148.00 
452.50 -37.75   2.19         155.00 
452.50 -39.26   2.21         163.00 
452.50 -40.77   2.23         170.00 
452.50 -42.28   2.25         177.00 
452.50 -43.79   2.26         183.00 
452.50 -45.30   2.28         189.00 
452.50 -46.81   2.29         195.00 
452.50 -48.32   2.30         199.00 
452.50 -49.83   2.30         200.00 
452.50 -51.34   2.30         200.00 
452.50 -52.85   2.30         200.00 
452.50 -54.36   2.30         200.00 
452.50 -55.87   2.30         200.00 
452.50 -57.38   2.30         200.00 
452.50 -58.89   2.30         200.00 
452.50 -60.40   2.30         200.00 
455.00 0.00     1.88         75.00  
455.00 -1.51    1.88         75.00  
455.00 -3.02    1.88         75.00  
455.00 -4.53    1.88         75.00  
455.00 -6.04    1.88         75.00  
455.00 -7.55    1.87         74.00  
455.00 -9.06    1.86         72.00  
455.00 -10.57   1.84         69.00  
455.00 -12.08   1.82         66.00  
455.00 -13.59   1.81         64.00  
455.00 -15.10   1.83         67.00  
455.00 -16.61   1.86         73.00  
455.00 -18.12   1.90         79.00  
455.00 -19.63   1.93         86.00  
455.00 -21.14   1.98         96.00  
455.00 -22.65   2.04         109.00 
455.00 -24.16   2.08         120.00 
455.00 -25.67   2.10         125.00 
455.00 -27.18   2.10         125.00 
455.00 -28.69   2.10         125.00 
455.00 -30.20   2.10         126.00 
455.00 -31.71   2.11         129.00 
455.00 -33.22   2.12         133.00 
455.00 -34.73   2.14         138.00 
455.00 -36.24   2.16         144.00 
455.00 -37.75   2.18         151.00 
455.00 -39.26   2.20         159.00 
455.00 -40.77   2.22         167.00 
455.00 -42.28   2.24         174.00 
455.00 -43.79   2.26         181.00 
455.00 -45.30   2.27         187.00 
455.00 -46.81   2.29         193.00 
455.00 -48.32   2.30         198.00 
455.00 -49.83   2.30         200.00 
455.00 -51.34   2.30         200.00 
455.00 -52.85   2.30         200.00 
455.00 -54.36   2.30         200.00 
455.00 -55.87   2.30         200.00 
455.00 -57.38   2.30         200.00 
455.00 -58.89   2.30         200.00 
455.00 -60.40   2.30         200.00 
457.50 0.00     1.88         75.00  
457.50 -1.51    1.88         75.00  
457.50 -3.02    1.88         75.00  
457.50 -4.53    1.88         75.00  
457.50 -6.04    1.88         75.00  
457.50 -7.55    1.87         74.00  
457.50 -9.06    1.86         72.00  
457.50 -10.57   1.84         69.00  
457.50 -12.08   1.82         66.00  
457.50 -13.59   1.81         64.00  
457.50 -15.10   1.83         67.00  
457.50 -16.61   1.86         73.00  
457.50 -18.12   1.90         79.00  
457.50 -19.63   1.93         86.00  
457.50 -21.14   1.98         96.00  
457.50 -22.65   2.03         107.00 
457.50 -24.16   2.07         118.00 
457.50 -25.67   2.09         124.00 
457.50 -27.18   2.10         125.00 
457.50 -28.69   2.10         125.00 
457.50 -30.20   2.10         127.00 
457.50 -31.71   2.12         131.00 
457.50 -33.22   2.13         135.00 
457.50 -34.73   2.14         139.00 
457.50 -36.24   2.16         143.00 
457.50 -37.75   2.17         148.00 
457.50 -39.26   2.19         155.00 
457.50 -40.77   2.21         162.00 
457.50 -42.28   2.23         170.00 
457.50 -43.79   2.25         177.00 
457.50 -45.30   2.26         184.00 
457.50 -46.81   2.28         191.00 
457.50 -48.32   2.29         197.00 
457.50 -49.83   2.30         200.00 
457.50 -51.34   2.30         200.00 
457.50 -52.85   2.30         200.00 
457.50 -54.36   2.30         200.00 
457.50 -55.87   2.30         200.00 
457.50 -57.38   2.30         200.00 
457.50 -58.89   2.30         200.00 
457.50 -60.40   2.30         200.00 
460.00 0.00     1.88         75.00  
460.00 -1.51    1.88         75.00  
460.00 -3.02    1.88         75.00  
460.00 -4.53    1.88         75.00  
460.00 -6.04    1.88         75.00  
460.00 -7.55    1.87         74.00  
460.00 -9.06    1.86         72.00  
460.00 -10.57   1.84         69.00  
460.00 -12.08   1.82         66.00  
460.00 -13.59   1.81         64.00  
460.00 -15.10   1.83         67.00  
460.00 -16.61   1.86         73.00  
460.00 -18.12   1.90         79.00  
460.00 -19.63   1.93         86.00  
460.00 -21.14   1.97         94.00  
460.00 -22.65   2.01         103.00 
460.00 -24.16   2.05         113.00 
460.00 -25.67   2.08         121.00 
460.00 -27.18   2.10         125.00 
460.00 -28.69   2.10         126.00 
460.00 -30.20   2.11         129.00 
460.00 -31.71   2.12         133.00 
460.00 -33.22   2.14         137.00 
460.00 -34.73   2.15         141.00 
460.00 -36.24   2.16         145.00 
460.00 -37.75   2.17         149.00 
460.00 -39.26   2.18         153.00 
460.00 -40.77   2.20         159.00 
460.00 -42.28   2.22         167.00 
460.00 -43.79   2.24         174.00 
460.00 -45.30   2.26         181.00 
460.00 -46.81   2.28         189.00 
460.00 -48.32   2.29         196.00 
460.00 -49.83   2.30         199.00 
460.00 -51.34   2.30         200.00 
460.00 -52.85   2.30         200.00 
460.00 -54.36   2.30         200.00 
460.00 -55.87   2.30         200.00 
460.00 -57.38   2.30         200.00 
460.00 -58.89   2.30         200.00 
460.00 -60.40   2.30         200.00 
462.50 0.00     1.88         75.00  
462.50 -1.51    1.88         75.00  
462.50 -3.02    1.88         75.00  
462.50 -4.53    1.88         75.00  
462.50 -6.04    1.88         75.00  
462.50 -7.55    1.87         74.00  
462.50 -9.06    1.86         72.00  
462.50 -10.57   1.84         69.00  
462.50 -12.08   1.82         66.00  
462.50 -13.59   1.81         64.00  
462.50 -15.10   1.83         67.00  
462.50 -16.61   1.86         73.00  
462.50 -18.12   1.90         79.00  
462.50 -19.63   1.93         86.00  
462.50 -21.14   1.97         93.00  
462.50 -22.65   2.00         101.00 
462.50 -24.16   2.04         109.00 
462.50 -25.67   2.07         118.00 
462.50 -27.18   2.09         124.00 
462.50 -28.69   2.10         127.00 
462.50 -30.20   2.12         131.00 
462.50 -31.71   2.13         135.00 
462.50 -33.22   2.14         139.00 
462.50 -34.73   2.16         143.00 
462.50 -36.24   2.17         147.00 
462.50 -37.75   2.18         151.00 
462.50 -39.26   2.19         155.00 
462.50 -40.77   2.20         160.00 
462.50 -42.28   2.22         167.00 
462.50 -43.79   2.24         175.00 
462.50 -45.30   2.26         182.00 
462.50 -46.81   2.28         189.00 
462.50 -48.32   2.29         195.00 
462.50 -49.83   2.30         199.00 
462.50 -51.34   2.30         200.00 
462.50 -52.85   2.30         200.00 
462.50 -54.36   2.30         200.00 
462.50 -55.87   2.30         200.00 
462.50 -57.38   2.30         200.00 
462.50 -58.89   2.30         200.00 
462.50 -60.40   2.30         200.00 
465.00 0.00     1.88         75.00  
465.00 -1.51    1.88         75.00  
465.00 -3.02    1.88         75.00  
465.00 -4.53    1.88         75.00  
465.00 -6.04    1.88         75.00  
465.00 -7.55    1.87         74.00  
465.00 -9.06    1.86         72.00  
465.00 -10.57   1.84         69.00  
465.00 -12.08   1.82         66.00  
465.00 -13.59   1.81         64.00  
465.00 -15.10   1.83         67.00  
465.00 -16.61   1.86         73.00  
465.00 -18.12   1.90         79.00  
465.00 -19.63   1.93         86.00  
465.00 -21.14   1.97         93.00  
465.00 -22.65   2.00         100.00 
465.00 -24.16   2.03         108.00 
465.00 -25.67   2.06         116.00 
465.00 -27.18   2.09         123.00 
465.00 -28.69   2.11         128.00 
465.00 -30.20   2.12         133.00 
465.00 -31.71   2.14         137.00 
465.00 -33.22   2.15         141.00 
465.00 -34.73   2.16         145.00 
465.00 -36.24   2.17         149.00 
465.00 -37.75   2.18         153.00 
465.00 -39.26   2.20         157.00 
465.00 -40.77   2.21         162.00 
465.00 -42.28   2.23         169.00 
465.00 -43.79   2.25         176.00 
465.00 -45.30   2.26         183.00 
465.00 -46.81   2.28         189.00 
465.00 -48.32   2.29         195.00 
465.00 -49.83   2.30         199.00 
465.00 -51.34   2.30         200.00 
465.00 -52.85   2.30         200.00 
465.00 -54.36   2.30         200.00 
465.00 -55.87   2.30         200.00 
465.00 -57.38   2.30         200.00 
465.00 -58.89   2.30         200.00 
465.00 -60.40   2.30         200.00 
467.50 0.00     1.88         75.00  
467.50 -1.51    1.88         75.00  
467.50 -3.02    1.88         75.00  
467.50 -4.53    1.88         75.00  
467.50 -6.04    1.88         75.00  
467.50 -7.55    1.87         74.00  
467.50 -9.06    1.86         72.00  
467.50 -10.57   1.84         69.00  
467.50 -12.08   1.82         66.00  
467.50 -13.59   1.81         64.00  
467.50 -15.10   1.83         67.00  
467.50 -16.61   1.86         73.00  
467.50 -18.12   1.90         79.00  
467.50 -19.63   1.93         86.00  
467.50 -21.14   1.97         93.00  
467.50 -22.65   2.00         100.00 
467.50 -24.16   2.03         108.00 
467.50 -25.67   2.06         116.00 
467.50 -27.18   2.09         123.00 
467.50 -28.69   2.11         128.00 
467.50 -30.20   2.12         133.00 
467.50 -31.71   2.14         137.00 
467.50 -33.22   2.15         142.00 
467.50 -34.73   2.16         146.00 
467.50 -36.24   2.18         150.00 
467.50 -37.75   2.19         155.00 
467.50 -39.26   2.20         159.00 
467.50 -40.77   2.21         164.00 
467.50 -42.28   2.23         170.00 
467.50 -43.79   2.25         176.00 
467.50 -45.30   2.26         182.00 
467.50 -46.81   2.27         188.00 
467.50 -48.32   2.29         194.00 
467.50 -49.83   2.30         199.00 
467.50 -51.34   2.30         200.00 
467.50 -52.85   2.30         200.00 
467.50 -54.36   2.30         200.00 
467.50 -55.87   2.30         200.00 
467.50 -57.38   2.30         200.00 
467.50 -58.89   2.30         200.00 
467.50 -60.40   2.30         200.00 
470.00 0.00     1.88         75.00  
470.00 -1.51    1.88         75.00  
470.00 -3.02    1.88         75.00  
470.00 -4.53    1.88         75.00  
470.00 -6.04    1.88         75.00  
470.00 -7.55    1.87         74.00  
470.00 -9.06    1.86         72.00  
470.00 -10.57   1.84         69.00  
470.00 -12.08   1.82         66.00  
470.00 -13.59   1.81         64.00  
470.00 -15.10   1.82         66.00  
470.00 -16.61   1.86         73.00  
470.00 -18.12   1.90         79.00  
470.00 -19.63   1.93         85.00  
470.00 -21.14   1.97         93.00  
470.00 -22.65   2.00         100.00 
470.00 -24.16   2.03         108.00 
470.00 -25.67   2.06         115.00 
470.00 -27.18   2.09         123.00 
470.00 -28.69   2.11         128.00 
470.00 -30.20   2.12         133.00 
470.00 -31.71   2.14         137.00 
470.00 -33.22   2.15         142.00 
470.00 -34.73   2.16         146.00 
470.00 -36.24   2.18         151.00 
470.00 -37.75   2.19         155.00 
470.00 -39.26   2.20         160.00 
470.00 -40.77   2.22         165.00 
470.00 -42.28   2.23         170.00 
470.00 -43.79   2.25         176.00 
470.00 -45.30   2.26         182.00 
470.00 -46.81   2.27         188.00 
470.00 -48.32   2.29         194.00 
470.00 -49.83   2.30         198.00 
470.00 -51.34   2.30         200.00 
470.00 -52.85   2.30         200.00 
470.00 -54.36   2.30         200.00 
470.00 -55.87   2.30         200.00 
470.00 -57.38   2.30         200.00 
470.00 -58.89   2.30         200.00 
470.00 -60.40   2.30         200.00 
472.50 0.00     1.88         75.00  
472.50 -1.51    1.88         75.00  
472.50 -3.02    1.88         75.00  
472.50 -4.53    1.88         75.00  
472.50 -6.04    1.88         75.00  
472.50 -7.55    1.88         75.00  
472.50 -9.06    1.86         73.00  
472.50 -10.57   1.85         70.00  
472.50 -12.08   1.83         67.00  
472.50 -13.59   1.81         64.00  
472.50 -15.10   1.82         66.00  
472.50 -16.61   1.86         73.00  
472.50 -18.12   1.90         79.00  
472.50 -19.63   1.93         85.00  
472.50 -21.14   1.97         93.00  
472.50 -22.65   2.00         100.00 
472.50 -24.16   2.03         108.00 
472.50 -25.67   2.06         116.00 
472.50 -27.18   2.09         123.00 
472.50 -28.69   2.10         127.00 
472.50 -30.20   2.12         132.00 
472.50 -31.71   2.14         137.00 
472.50 -33.22   2.15         142.00 
472.50 -34.73   2.16         146.00 
472.50 -36.24   2.18         151.00 
472.50 -37.75   2.19         155.00 
472.50 -39.26   2.20         160.00 
472.50 -40.77   2.22         165.00 
472.50 -42.28   2.23         170.00 
472.50 -43.79   2.25         176.00 
472.50 -45.30   2.26         182.00 
472.50 -46.81   2.27         188.00 
472.50 -48.32   2.29         194.00 
472.50 -49.83   2.30         199.00 
472.50 -51.34   2.30         200.00 
472.50 -52.85   2.30         200.00 
472.50 -54.36   2.30         200.00 
472.50 -55.87   2.30         200.00 
472.50 -57.38   2.30         200.00 
472.50 -58.89   2.30         200.00 
472.50 -60.40   2.30         200.00 
475.00 0.00     1.88         75.00  
475.00 -1.51    1.88         75.00  
475.00 -3.02    1.88         75.00  
475.00 -4.53    1.88         75.00  
475.00 -6.04    1.88         75.00  
475.00 -7.55    1.88         75.00  
475.00 -9.06    1.86         73.00  
475.00 -10.57   1.85         70.00  
475.00 -12.08   1.83         67.00  
475.00 -13.59   1.81         64.00  
475.00 -15.10   1.82         66.00  
475.00 -16.61   1.86         73.00  
475.00 -18.12   1.90         79.00  
475.00 -19.63   1.93         86.00  
475.00 -21.14   1.97         93.00  
475.00 -22.65   2.01         102.00 
475.00 -24.16   2.04         110.00 
475.00 -25.67   2.08         119.00 
475.00 -27.18   2.09         124.00 
475.00 -28.69   2.10         126.00 
475.00 -30.20   2.11         129.00 
475.00 -31.71   2.13         134.00 
475.00 -33.22   2.14         139.00 
475.00 -34.73   2.16         144.00 
475.00 -36.24   2.17         149.00 
475.00 -37.75   2.19         154.00 
475.00 -39.26   2.20         159.00 
475.00 -40.77   2.22         165.00 
475.00 -42.28   2.23         171.00 
475.00 -43.79   2.25         177.00 
475.00 -45.30   2.26         184.00 
475.00 -46.81   2.28         190.00 
475.00 -48.32   2.29         196.00 
475.00 -49.83   2.30         200.00 
475.00 -51.34   2.30         200.00 
475.00 -52.85   2.30         200.00 
475.00 -54.36   2.30         200.00 
475.00 -55.87   2.30         200.00 
475.00 -57.38   2.30         200.00 
475.00 -58.89   2.30         200.00 
475.00 -60.40   2.30         200.00 
477.50 0.00     1.88         75.00  
477.50 -1.51    1.88         75.00  
477.50 -3.02    1.88         75.00  
477.50 -4.53    1.88         75.00  
477.50 -6.04    1.88         75.00  
477.50 -7.55    1.88         75.00  
477.50 -9.06    1.87         74.00  
477.50 -10.57   1.85         71.00  
477.50 -12.08   1.83         67.00  
477.50 -13.59   1.81         64.00  
477.50 -15.10   1.82         66.00  
477.50 -16.61   1.86         73.00  
477.50 -18.12   1.90         79.00  
477.50 -19.63   1.93         86.00  
477.50 -21.14   1.98         95.00  
477.50 -22.65   2.03         106.00 
477.50 -24.16   2.06         115.00 
477.50 -25.67   2.09         123.00 
477.50 -27.18   2.10         125.00 
477.50 -28.69   2.10         125.00 
477.50 -30.20   2.10         126.00 
477.50 -31.71   2.11         129.00 
477.50 -33.22   2.13         134.00 
477.50 -34.73   2.15         140.00 
477.50 -36.24   2.16         145.00 
477.50 -37.75   2.18         151.00 
477.50 -39.26   2.20         158.00 
477.50 -40.77   2.22         165.00 
477.50 -42.28   2.24         172.00 
477.50 -43.79   2.25         179.00 
477.50 -45.30   2.27         187.00 
477.50 -46.81   2.29         193.00 
477.50 -48.32   2.30         198.00 
477.50 -49.83   2.30         200.00 
477.50 -51.34   2.30         200.00 
477.50 -52.85   2.30         200.00 
477.50 -54.36   2.30         200.00 
477.50 -55.87   2.30         200.00 
477.50 -57.38   2.30         200.00 
477.50 -58.89   2.30         200.00 
477.50 -60.40   2.30         200.00 
480.00 0.00     1.88         75.00  
480.00 -1.51    1.88         75.00  
480.00 -3.02    1.88         75.00  
480.00 -4.53    1.88         75.00  
480.00 -6.04    1.88         75.00  
480.00 -7.55    1.88         75.00  
480.00 -9.06    1.87         74.00  
480.00 -10.57   1.85         71.00  
480.00 -12.08   1.83         68.00  
480.00 -13.59   1.81         64.00  
480.00 -15.10   1.82         66.00  
480.00 -16.61   1.86         73.00  
480.00 -18.12   1.90         79.00  
480.00 -19.63   1.93         86.00  
480.00 -21.14   1.98         96.00  
480.00 -22.65   2.03         107.00 
480.00 -24.16   2.07         118.00 
480.00 -25.67   2.09         124.00 
480.00 -27.18   2.10         125.00 
480.00 -28.69   2.10         125.00 
480.00 -30.20   2.10         125.00 
480.00 -31.71   2.10         126.00 
480.00 -33.22   2.11         130.00 
480.00 -34.73   2.13         136.00 
480.00 -36.24   2.16         143.00 
480.00 -37.75   2.18         150.00 
480.00 -39.26   2.20         157.00 
480.00 -40.77   2.22         165.00 
480.00 -42.28   2.24         173.00 
480.00 -43.79   2.26         181.00 
480.00 -45.30   2.27         188.00 
480.00 -46.81   2.29         195.00 
480.00 -48.32   2.30         199.00 
480.00 -49.83   2.30         200.00 
480.00 -51.34   2.30         200.00 
480.00 -52.85   2.30         200.00 
480.00 -54.36   2.30         200.00 
480.00 -55.87   2.30         200.00 
480.00 -57.38   2.30         200.00 
480.00 -58.89   2.30         200.00 
480.00 -60.40   2.30         200.00 
482.50 0.00     1.88         75.00  
482.50 -1.51    1.88         75.00  
482.50 -3.02    1.88         75.00  
482.50 -4.53    1.88         75.00  
482.50 -6.04    1.88         75.00  
482.50 -7.55    1.88         75.00  
482.50 -9.06    1.87         74.00  
482.50 -10.57   1.85         71.00  
482.50 -12.08   1.83         68.00  
482.50 -13.59   1.81         64.00  
482.50 -15.10   1.82         66.00  
482.50 -16.61   1.86         73.00  
482.50 -18.12   1.90         79.00  
482.50 -19.63   1.93         86.00  
482.50 -21.14   1.98         95.00  
482.50 -22.65   2.03         106.00 
482.50 -24.16   2.06         116.00 
482.50 -25.67   2.09         123.00 
482.50 -27.18   2.10         125.00 
482.50 -28.69   2.10         125.00 
482.50 -30.20   2.10         125.00 
482.50 -31.71   2.10         125.00 
482.50 -33.22   2.11         128.00 
482.50 -34.73   2.13         135.00 
482.50 -36.24   2.16         143.00 
482.50 -37.75   2.18         150.00 
482.50 -39.26   2.20         158.00 
482.50 -40.77   2.22         165.00 
482.50 -42.28   2.24         173.00 
482.50 -43.79   2.26         180.00 
482.50 -45.30   2.27         187.00 
482.50 -46.81   2.29         195.00 
482.50 -48.32   2.30         199.00 
482.50 -49.83   2.30         200.00 
482.50 -51.34   2.30         200.00 
482.50 -52.85   2.30         200.00 
482.50 -54.36   2.30         200.00 
482.50 -55.87   2.30         200.00 
482.50 -57.38   2.30         200.00 
482.50 -58.89   2.30         200.00 
482.50 -60.40   2.30         200.00 
485.00 0.00     1.88         75.00  
485.00 -1.51    1.88         75.00  
485.00 -3.02    1.88         75.00  
485.00 -4.53    1.88         75.00  
485.00 -6.04    1.88         75.00  
485.00 -7.55    1.88         75.00  
485.00 -9.06    1.87         74.00  
485.00 -10.57   1.85         71.00  
485.00 -12.08   1.83         68.00  
485.00 -13.59   1.81         64.00  
485.00 -15.10   1.82         66.00  
485.00 -16.61   1.86         72.00  
485.00 -18.12   1.90         79.00  
485.00 -19.63   1.93         86.00  
485.00 -21.14   1.97         94.00  
485.00 -22.65   2.02         104.00 
485.00 -24.16   2.05         113.00 
485.00 -25.67   2.08         121.00 
485.00 -27.18   2.10         125.00 
485.00 -28.69   2.10         125.00 
485.00 -30.20   2.10         125.00 
485.00 -31.71   2.10         125.00 
485.00 -33.22   2.11         129.00 
485.00 -34.73   2.14         137.00 
485.00 -36.24   2.16         144.00 
485.00 -37.75   2.18         151.00 
485.00 -39.26   2.20         158.00 
485.00 -40.77   2.22         165.00 
485.00 -42.28   2.24         172.00 
485.00 -43.79   2.25         179.00 
485.00 -45.30   2.27         186.00 
485.00 -46.81   2.29         193.00 
485.00 -48.32   2.30         198.00 
485.00 -49.83   2.30         200.00 
485.00 -51.34   2.30         200.00 
485.00 -52.85   2.30         200.00 
485.00 -54.36   2.30         200.00 
485.00 -55.87   2.30         200.00 
485.00 -57.38   2.30         200.00 
485.00 -58.89   2.30         200.00 
485.00 -60.40   2.30         200.00 
487.50 0.00     1.88         75.00  
487.50 -1.51    1.88         75.00  
487.50 -3.02    1.88         75.00  
487.50 -4.53    1.88         75.00  
487.50 -6.04    1.88         75.00  
487.50 -7.55    1.88         75.00  
487.50 -9.06    1.87         74.00  
487.50 -10.57   1.85         71.00  
487.50 -12.08   1.83         68.00  
487.50 -13.59   1.81         64.00  
487.50 -15.10   1.82         66.00  
487.50 -16.61   1.86         72.00  
487.50 -18.12   1.90         79.00  
487.50 -19.63   1.93         86.00  
487.50 -21.14   1.98         95.00  
487.50 -22.65   2.03         106.00 
487.50 -24.16   2.06         116.00 
487.50 -25.67   2.09         123.00 
487.50 -27.18   2.10         125.00 
487.50 -28.69   2.10         125.00 
487.50 -30.20   2.10         125.00 
487.50 -31.71   2.10         126.00 
487.50 -33.22   2.12         131.00 
487.50 -34.73   2.14         138.00 
487.50 -36.24   2.16         145.00 
487.50 -37.75   2.18         152.00 
487.50 -39.26   2.20         158.00 
487.50 -40.77   2.22         165.00 
487.50 -42.28   2.23         171.00 
487.50 -43.79   2.25         178.00 
487.50 -45.30   2.27         185.00 
487.50 -46.81   2.28         192.00 
487.50 -48.32   2.30         198.00 
487.50 -49.83   2.30         200.00 
487.50 -51.34   2.30         200.00 
487.50 -52.85   2.30         200.00 
487.50 -54.36   2.30         200.00 
487.50 -55.87   2.30         200.00 
487.50 -57.38   2.30         200.00 
487.50 -58.89   2.30         200.00 
487.50 -60.40   2.30         200.00 
490.00 0.00     1.88         75.00  
490.00 -1.51    1.88         75.00  
490.00 -3.02    1.88         75.00  
490.00 -4.53    1.88         75.00  
490.00 -6.04    1.88         75.00  
490.00 -7.55    1.88         75.00  
490.00 -9.06    1.87         74.00  
490.00 -10.57   1.85         71.00  
490.00 -12.08   1.83         68.00  
490.00 -13.59   1.81         64.00  
490.00 -15.10   1.82         66.00  
490.00 -16.61   1.86         72.00  
490.00 -18.12   1.90         79.00  
490.00 -19.63   1.93         86.00  
490.00 -21.14   1.99         97.00  
490.00 -22.65   2.04         110.00 
490.00 -24.16   2.08         120.00 
490.00 -25.67   2.10         125.00 
490.00 -27.18   2.10         125.00 
490.00 -28.69   2.10         125.00 
490.00 -30.20   2.10         125.00 
490.00 -31.71   2.10         127.00 
490.00 -33.22   2.12         132.00 
490.00 -34.73   2.14         139.00 
490.00 -36.24   2.16         145.00 
490.00 -37.75   2.18         152.00 
490.00 -39.26   2.20         158.00 
490.00 -40.77   2.22         165.00 
490.00 -42.28   2.23         171.00 
490.00 -43.79   2.25         178.00 
490.00 -45.30   2.26         184.00 
490.00 -46.81   2.28         191.00 
490.00 -48.32   2.29         197.00 
490.00 -49.83   2.30         200.00 
490.00 -51.34   2.30         200.00 
490.00 -52.85   2.30         200.00 
490.00 -54.36   2.30         200.00 
490.00 -55.87   2.30         200.00 
490.00 -57.38   2.30         200.00 
490.00 -58.89   2.30         200.00 
490.00 -60.40   2.30         200.00 
492.50 0.00     1.88         75.00  
492.50 -1.51    1.88         75.00  
492.50 -3.02    1.88         75.00  
492.50 -4.53    1.88         75.00  
492.50 -6.04    1.88         75.00  
492.50 -7.55    1.88         75.00  
492.50 -9.06    1.87         74.00  
492.50 -10.57   1.85         71.00  
492.50 -12.08   1.83         68.00  
492.50 -13.59   1.81         64.00  
492.50 -15.10   1.82         66.00  
492.50 -16.61   1.86         72.00  
492.50 -18.12   1.90         79.00  
492.50 -19.63   1.93         86.00  
492.50 -21.14   1.98         96.00  
492.50 -22.65   2.04         110.00 
492.50 -24.16   2.08         121.00 
492.50 -25.67   2.10         125.00 
492.50 -27.18   2.10         125.00 
492.50 -28.69   2.10         125.00 
492.50 -30.20   2.10         125.00 
492.50 -31.71   2.10         127.00 
492.50 -33.22   2.12         132.00 
492.50 -34.73   2.14         139.00 
492.50 -36.24   2.16         145.00 
492.50 -37.75   2.18         152.00 
492.50 -39.26   2.20         158.00 
492.50 -40.77   2.22         165.00 
492.50 -42.28   2.23         171.00 
492.50 -43.79   2.25         178.00 
492.50 -45.30   2.26         184.00 
492.50 -46.81   2.28         191.00 
492.50 -48.32   2.29         197.00 
492.50 -49.83   2.30         200.00 
492.50 -51.34   2.30         200.00 
492.50 -52.85   2.30         200.00 
492.50 -54.36   2.30         200.00 
492.50 -55.87   2.30         200.00 
492.50 -57.38   2.30         200.00 
492.50 -58.89   2.30         200.00 
492.50 -60.40   2.30         200.00 
495.00 0.00     1.88         75.00  
495.00 -1.51    1.88         75.00  
495.00 -3.02    1.88         75.00  
495.00 -4.53    1.88         75.00  
495.00 -6.04    1.88         75.00  
495.00 -7.55    1.88         75.00  
495.00 -9.06    1.87         74.00  
495.00 -10.57   1.85         71.00  
495.00 -12.08   1.83         68.00  
495.00 -13.59   1.81         64.00  
